ID,UBICACION,MENAJE,TIPO_HABITACION,MENSUAL,DESCRIPICON,CAPACIDAD_MAXIMA
672,8352 Oxford Parkway,Curabitur at ipsum ac tellus semper interdum.,sencilla,1,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",4232
673,4 Caliangt Point,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",compartida,0,Aliquam erat volutpat. In congue. Etiam justo.,2203
674,5 Scofield Plaza,Fusce consequat.,compartida,1,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",3825
675,307 Hudson Court,Integer non velit.,sencilla,0,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",2885
676,63 Bartelt Park,Pellentesque viverra pede ac diam.,sencilla,0,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",4663
677,9 Northport Court,Aenean sit amet justo.,sencilla,1,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",1503
678,74 School Hill,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",sencilla,0,In hac habitasse platea dictumst. Etiam faucibus cursus urna.,1850
679,5855 Truax Street,Aenean fermentum.,compartida,0,Quisque id justo sit amet sapien dignissim vestibulum.,1019
680,0521 Bay Way,Morbi a ipsum.,sencilla,0,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",1510
681,2511 Prairieview Crossing,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",sencilla,1,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,2059
682,0 Petterle Park,Morbi ut odio.,compartida,1,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,1377
683,7982 Mockingbird Park,Integer tincidunt ante vel ipsum.,sencilla,1,Cras non velit nec nisi vulputate nonummy.,4239
684,1 Corben Place,Donec vitae nisi.,sencilla,0,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",3062
685,774 Packers Trail,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",compartida,1,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",3860
686,13 Bay Street,Donec vitae nisi.,compartida,0,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",2609
687,5 Becker Court,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",sencilla,1,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",4997
688,3452 Buell Point,Pellentesque at nulla.,compartida,0,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",3717
689,44 Paget Street,Nullam varius.,compartida,0,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",1483
690,4508 Canary Hill,Ut at dolor quis odio consequat varius.,sencilla,1,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,1398
691,9 Bartillon Point,Etiam justo.,compartida,0,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,1293
692,5121 Fairfield Lane,Aliquam non mauris.,sencilla,1,Donec vitae nisi.,4547
693,83 Merry Terrace,Morbi porttitor lorem id ligula.,sencilla,0,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",1369
694,3 Mesta Avenue,Fusce consequat.,compartida,0,Pellentesque viverra pede ac diam.,1466
695,1623 Center Crossing,Phasellus id sapien in sapien iaculis congue.,sencilla,1,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",2708
696,14842 Arapahoe Terrace,Aliquam quis turpis eget elit sodales scelerisque.,sencilla,1,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",1684
697,42 Messerschmidt Avenue,Donec ut dolor.,sencilla,1,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus.",1896
698,160 Lawn Hill,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",sencilla,0,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,2056
699,47 Dovetail Junction,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",sencilla,1,Aenean fermentum. Donec ut mauris eget massa tempor convallis.,1773
700,87 Sachtjen Crossing,Aenean lectus.,compartida,0,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",4982
701,8839 Carey Park,Nam nulla.,sencilla,0,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",3081
702,70865 Maple Drive,Duis mattis egestas metus.,sencilla,0,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",4352
703,551 Susan Drive,Nullam sit amet turpis elementum ligula vehicula consequat.,sencilla,1,Nunc rhoncus dui vel sem.,1110
704,23 Waywood Court,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",compartida,1,Praesent blandit lacinia erat.,4539
705,7 Shelley Hill,Duis aliquam convallis nunc.,compartida,1,Nulla suscipit ligula in lacus.,4517
706,8 Quincy Parkway,Nullam molestie nibh in lectus.,sencilla,1,Nam dui.,3714
707,5898 Havey Avenue,Sed vel enim sit amet nunc viverra dapibus.,compartida,0,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",3815
708,0910 Fulton Drive,Nullam porttitor lacus at turpis.,sencilla,1,Nulla justo.,4252
709,5 Lerdahl Crossing,Duis ac nibh.,compartida,1,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,4981
710,24 Killdeer Place,Curabitur gravida nisi at nibh.,compartida,1,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",4790
711,408 Crest Line Court,Nullam porttitor lacus at turpis.,sencilla,0,Proin interdum mauris non ligula pellentesque ultrices.,4484
712,15 Raven Road,Quisque porta volutpat erat.,sencilla,1,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",4923
713,826 Buell Park,Quisque id justo sit amet sapien dignissim vestibulum.,compartida,1,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",2471
714,3845 Sheridan Crossing,Morbi non quam nec dui luctus rutrum.,sencilla,0,Aliquam erat volutpat. In congue. Etiam justo.,2088
715,591 Twin Pines Circle,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",compartida,0,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",3523
716,11 Dakota Point,Nunc rhoncus dui vel sem.,sencilla,1,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",2683
717,89 Browning Crossing,Donec semper sapien a libero.,compartida,0,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",1262
718,5 Lien Hill,Ut tellus.,compartida,1,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",4257
719,852 Jenifer Lane,Nam tristique tortor eu pede.,compartida,0,Vestibulum sed magna at nunc commodo placerat.,4565
720,26 Norway Maple Circle,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",compartida,0,Vestibulum ac est lacinia nisi venenatis tristique.,1241
721,772 Bellgrove Trail,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",sencilla,1,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.,1918
722,34 Tomscot Place,Proin interdum mauris non ligula pellentesque ultrices.,compartida,0,Nulla suscipit ligula in lacus.,4764
723,54 Welch Parkway,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",compartida,0,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.,4558
724,738 Gulseth Trail,In hac habitasse platea dictumst.,compartida,1,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",4623
725,21773 South Circle,Nulla suscipit ligula in lacus.,compartida,1,Fusce posuere felis sed lacus.,1183
726,551 Russell Trail,Ut tellus.,compartida,0,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,3965
727,15581 Stone Corner Junction,Mauris ullamcorper purus sit amet nulla.,sencilla,0,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",1684
728,07 Farmco Point,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",sencilla,0,Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.,1789
729,3769 Lake View Parkway,Curabitur gravida nisi at nibh.,compartida,0,Nunc purus.,2644
730,85 Graedel Court,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",sencilla,1,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,2091
731,5636 Shelley Trail,Nulla tempus.,sencilla,0,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",4774
732,7549 Muir Junction,Mauris sit amet eros.,sencilla,1,Pellentesque at nulla.,1534
733,46741 Merchant Way,Duis bibendum.,sencilla,1,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.,3559
734,4373 Dayton Court,Integer tincidunt ante vel ipsum.,sencilla,1,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",3078
735,528 Drewry Crossing,Morbi porttitor lorem id ligula.,compartida,0,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",3086
736,23246 Caliangt Court,Nulla tellus.,compartida,1,Pellentesque ultrices mattis odio. Donec vitae nisi.,1058
737,78 Fremont Center,Maecenas pulvinar lobortis est.,compartida,1,Mauris sit amet eros.,2028
738,95 Declaration Road,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",compartida,0,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",4539
739,19 Debs Circle,Pellentesque eget nunc.,sencilla,0,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",1305
740,23879 Rieder Court,Nullam sit amet turpis elementum ligula vehicula consequat.,compartida,1,Phasellus sit amet erat. Nulla tempus.,3516
741,77 Morrow Point,Mauris ullamcorper purus sit amet nulla.,sencilla,0,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",1799
742,0 8th Point,Morbi a ipsum.,sencilla,1,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",2162
743,513 Bluestem Parkway,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",sencilla,1,Aliquam erat volutpat.,1888
744,5 Corscot Way,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",compartida,1,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.,2601
745,8 Lukken Place,Nulla suscipit ligula in lacus.,sencilla,0,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,4568
746,9 Moose Pass,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,sencilla,1,Curabitur convallis.,3222
747,8040 Hoepker Way,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",compartida,0,Aliquam quis turpis eget elit sodales scelerisque.,3971
748,0 Kim Center,Duis ac nibh.,compartida,1,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,2413
749,03 Gulseth Drive,In hac habitasse platea dictumst.,sencilla,0,Morbi a ipsum. Integer a nibh. In quis justo.,1899
750,5772 Lillian Drive,Morbi porttitor lorem id ligula.,sencilla,0,Nulla justo.,2856
751,750 Dayton Point,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",compartida,1,Aliquam erat volutpat. In congue.,3909
752,4574 Buhler Crossing,Phasellus sit amet erat.,sencilla,0,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.,3255
753,64 Tennessee Circle,Ut tellus.,sencilla,1,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.",1087
754,73736 Rockefeller Drive,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,compartida,1,Duis mattis egestas metus.,1236
755,82366 Tomscot Hill,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",compartida,0,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",2377
756,3626 Eliot Plaza,Sed ante.,sencilla,1,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,4981
757,63447 Armistice Crossing,Suspendisse accumsan tortor quis turpis.,sencilla,1,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",1162
758,2859 Lake View Trail,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",sencilla,0,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",4561
759,14 Stone Corner Junction,Duis consequat dui nec nisi volutpat eleifend.,compartida,1,Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.,2842
760,6027 Hermina Center,Etiam vel augue.,compartida,0,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",2344
761,153 Knutson Court,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",sencilla,1,Vivamus tortor. Duis mattis egestas metus.,2859
762,51904 Hallows Trail,Nulla justo.,compartida,1,Mauris lacinia sapien quis libero.,2065
763,30245 Bunting Place,Fusce posuere felis sed lacus.,sencilla,1,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,3820
764,22675 Esker Circle,Integer ac leo.,sencilla,0,Nulla suscipit ligula in lacus.,1095
765,70 Marcy Parkway,Suspendisse accumsan tortor quis turpis.,compartida,1,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,4073
766,74001 Carpenter Crossing,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",compartida,0,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",4390
767,95 Spaight Place,Aliquam erat volutpat.,compartida,1,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,4367
768,80 Miller Court,Ut at dolor quis odio consequat varius.,sencilla,1,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",3581
769,77 Bobwhite Place,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",compartida,0,In hac habitasse platea dictumst. Etiam faucibus cursus urna.,1322
770,088 Mallory Point,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",compartida,1,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",3381
771,1 Di Loreto Court,Morbi non quam nec dui luctus rutrum.,sencilla,1,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",1329
772,6124 Grayhawk Park,Duis consequat dui nec nisi volutpat eleifend.,sencilla,0,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",1007
773,4 John Wall Place,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",compartida,1,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",4049
774,4196 Reinke Park,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",sencilla,0,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",2886
775,620 Transport Park,Nullam varius.,sencilla,0,Maecenas pulvinar lobortis est. Phasellus sit amet erat.,1572
776,70508 Knutson Parkway,Vestibulum ac est lacinia nisi venenatis tristique.,compartida,0,Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,1028
777,9596 Hagan Crossing,Nullam sit amet turpis elementum ligula vehicula consequat.,compartida,1,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",4830
778,177 Manufacturers Circle,Aenean fermentum.,sencilla,0,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",4652
779,9743 Ludington Circle,Vivamus vel nulla eget eros elementum pellentesque.,sencilla,1,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,2665
780,0 Melvin Road,Aenean lectus.,sencilla,1,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.,3622
781,77 Springs Pass,Etiam vel augue.,compartida,1,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",3525
782,67706 Granby Alley,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",compartida,1,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,1165
783,7123 Crowley Drive,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",sencilla,1,Donec vitae nisi.,1038
784,88646 Annamark Court,Sed accumsan felis.,compartida,1,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.,4393
785,76 Mayer Street,Integer a nibh.,sencilla,0,Nulla nisl. Nunc nisl.,4632
786,17731 Bartillon Plaza,Praesent lectus.,sencilla,0,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",2223
787,8 Grim Trail,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",compartida,1,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",2799
788,31651 Ryan Drive,Quisque id justo sit amet sapien dignissim vestibulum.,compartida,1,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",4364
789,0 Ridgeway Park,Nam nulla.,compartida,0,Integer tincidunt ante vel ipsum.,2361
790,90 Tony Park,Duis bibendum.,sencilla,0,Nullam porttitor lacus at turpis.,4046
791,28 Anniversary Center,Maecenas rhoncus aliquam lacus.,compartida,0,Suspendisse potenti. Cras in purus eu magna vulputate luctus.,3355
792,31 Anthes Plaza,Sed accumsan felis.,sencilla,1,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",4752
793,2123 Hallows Street,Curabitur convallis.,sencilla,0,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",1813
794,4639 Porter Terrace,Integer ac neque.,compartida,0,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",2620
795,831 Northwestern Circle,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",sencilla,0,Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.,4042
796,6690 Gale Avenue,Morbi porttitor lorem id ligula.,compartida,1,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",2070
797,5464 Mitchell Park,Nulla suscipit ligula in lacus.,compartida,1,Morbi non quam nec dui luctus rutrum.,2123
798,8141 Paget Lane,Sed ante.,sencilla,0,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",2878
799,46224 Ohio Parkway,Quisque ut erat.,compartida,1,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,3342
800,08 Fremont Way,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",compartida,1,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,3305
801,2169 Main Plaza,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",sencilla,1,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",4153
802,63 Pleasure Trail,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",compartida,1,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",2028
803,224 Oriole Pass,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",sencilla,0,Nulla ac enim.,3699
804,43 Debs Pass,Nunc rhoncus dui vel sem.,sencilla,0,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",4905
805,04 6th Trail,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",compartida,0,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,1340
806,60 Barby Way,Vestibulum ac est lacinia nisi venenatis tristique.,compartida,0,In quis justo.,2769
807,931 Warner Place,Cras pellentesque volutpat dui.,compartida,0,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",1511
808,10716 Mandrake Pass,Morbi quis tortor id nulla ultrices aliquet.,sencilla,0,Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,1121
809,93 Steensland Avenue,Nam nulla.,sencilla,1,Phasellus sit amet erat. Nulla tempus.,1425
810,3 Moland Drive,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",sencilla,0,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",3959
811,2 Nova Lane,In hac habitasse platea dictumst.,compartida,0,Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.,3397
812,9 Merrick Point,Morbi ut odio.,compartida,1,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",4820
813,1 Surrey Drive,Nulla suscipit ligula in lacus.,compartida,0,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",4595
814,1785 John Wall Avenue,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",sencilla,0,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",2626
815,4191 Eagan Center,Suspendisse accumsan tortor quis turpis.,compartida,1,Cras pellentesque volutpat dui.,1160
816,5118 Glacier Hill Center,Proin risus.,compartida,1,Vivamus vestibulum sagittis sapien.,2560
817,9 Eastwood Park,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",compartida,0,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,3362
818,2 Charing Cross Center,Suspendisse potenti.,sencilla,0,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis.,4818
819,95 Crescent Oaks Alley,Fusce consequat.,sencilla,1,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,3653
820,0921 Anthes Court,Proin interdum mauris non ligula pellentesque ultrices.,sencilla,1,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,2595
821,204 Meadow Vale Road,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",compartida,1,Morbi a ipsum.,1680
822,935 Susan Point,Nulla ac enim.,sencilla,0,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",1978
823,73164 Fairview Park,Curabitur gravida nisi at nibh.,compartida,1,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.,3096
824,43 Armistice Lane,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",compartida,0,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",4381
825,58068 Village Green Circle,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",compartida,0,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,2924
826,60988 Manley Parkway,Vestibulum rutrum rutrum neque.,compartida,1,Phasellus id sapien in sapien iaculis congue.,2593
827,1 Saint Paul Terrace,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",compartida,1,Morbi non lectus.,4191
828,236 Spohn Terrace,Nullam sit amet turpis elementum ligula vehicula consequat.,sencilla,1,Nam dui.,4921
829,13274 Fordem Hill,Donec vitae nisi.,compartida,0,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",2222
830,6 Bowman Trail,Mauris sit amet eros.,sencilla,0,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,1671
831,7 Huxley Hill,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",compartida,1,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.,4339
