ID,UBICACION,MENAJE,TIPO_HABITACION,MENSUAL,DESCRIPCION,CAPACIDAD_MAXIMA
873,839 Pleasure Alley,Proin at turpis a pede posuere nonummy.,compartida,0,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",3286
874,1696 Stuart Point,In hac habitasse platea dictumst.,compartida,0,Phasellus sit amet erat.,3424
875,0 Ronald Regan Center,In hac habitasse platea dictumst.,sencilla,0,Praesent lectus.,1744
876,784 Corscot Park,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",sencilla,1,Sed accumsan felis.,4789
877,58 Aberg Parkway,Duis consequat dui nec nisi volutpat eleifend.,sencilla,0,Phasellus sit amet erat.,3622
878,439 Nova Parkway,Nunc purus.,compartida,0,Curabitur convallis.,2930
879,0784 Pankratz Drive,Sed vel enim sit amet nunc viverra dapibus.,compartida,0,Vivamus tortor.,2000
880,7254 Carberry Road,Suspendisse potenti.,sencilla,0,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",2917
881,7 Ruskin Terrace,Nulla suscipit ligula in lacus.,sencilla,1,Integer ac neque.,2658
882,04 Vermont Point,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",sencilla,1,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",4189
883,106 Arapahoe Terrace,Nullam molestie nibh in lectus.,compartida,0,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",3958
884,4 Jenifer Alley,Proin at turpis a pede posuere nonummy.,sencilla,1,Quisque porta volutpat erat.,4502
885,976 Garrison Point,Nulla facilisi.,sencilla,0,Nulla nisl.,3176
886,10 Milwaukee Avenue,Praesent id massa id nisl venenatis lacinia.,compartida,1,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,4121
887,2 Grayhawk Point,Integer ac leo.,sencilla,0,Morbi a ipsum.,2051
888,6617 School Court,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",sencilla,0,Aliquam non mauris.,3647
889,5444 Fieldstone Drive,Pellentesque viverra pede ac diam.,sencilla,0,Etiam faucibus cursus urna.,2164
890,856 Stephen Parkway,Sed sagittis.,sencilla,0,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",4140
891,4336 Garrison Way,Morbi vel lectus in quam fringilla rhoncus.,compartida,0,Cras non velit nec nisi vulputate nonummy.,3726
892,364 Vahlen Lane,Duis consequat dui nec nisi volutpat eleifend.,sencilla,1,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",2435
893,181 Spenser Hill,Suspendisse potenti.,compartida,1,Morbi quis tortor id nulla ultrices aliquet.,1555
894,02431 Del Sol Crossing,Quisque ut erat.,compartida,1,Donec vitae nisi.,2267
895,709 Loftsgordon Plaza,Etiam vel augue.,sencilla,1,Integer ac neque.,3168
896,98924 Bultman Junction,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",compartida,0,Mauris lacinia sapien quis libero.,3870
897,36302 Dapin Point,Vivamus tortor.,compartida,1,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",2882
898,028 Welch Crossing,Cras non velit nec nisi vulputate nonummy.,compartida,0,Nunc purus.,1235
899,3 Bashford Pass,Etiam vel augue.,sencilla,0,Donec dapibus.,4580
900,10725 Cambridge Plaza,Curabitur gravida nisi at nibh.,sencilla,1,Sed ante.,2065
901,888 Stoughton Court,Maecenas ut massa quis augue luctus tincidunt.,compartida,0,Aenean auctor gravida sem.,3039
902,99 Texas Crossing,Vestibulum sed magna at nunc commodo placerat.,sencilla,1,Morbi non lectus.,4938
903,30 North Terrace,Cras in purus eu magna vulputate luctus.,sencilla,1,Nulla tempus.,4140
904,732 Florence Hill,Sed ante.,compartida,0,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",3920
905,46 Melody Way,Cras pellentesque volutpat dui.,sencilla,0,Praesent blandit lacinia erat.,3227
906,230 School Lane,Vivamus in felis eu sapien cursus vestibulum.,sencilla,0,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",3931
907,368 Swallow Parkway,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",compartida,1,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",4670
908,565 Bobwhite Point,Ut tellus.,compartida,1,Suspendisse potenti.,3960
909,30846 Mifflin Point,Sed vel enim sit amet nunc viverra dapibus.,compartida,0,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",1381
910,5 Almo Parkway,Nullam sit amet turpis elementum ligula vehicula consequat.,sencilla,0,Aliquam sit amet diam in magna bibendum imperdiet.,3619
911,52225 Burning Wood Terrace,Etiam faucibus cursus urna.,sencilla,0,Quisque porta volutpat erat.,3089
912,9848 Lakeland Drive,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",sencilla,0,Phasellus in felis.,3526
913,68356 Fremont Plaza,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",sencilla,1,Cras in purus eu magna vulputate luctus.,3068
914,88 Corscot Hill,Quisque porta volutpat erat.,compartida,0,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",3553
915,76 Northridge Circle,Proin at turpis a pede posuere nonummy.,sencilla,0,Duis bibendum.,3417
916,5352 Browning Park,Pellentesque at nulla.,sencilla,1,Maecenas tincidunt lacus at velit.,1757
917,8 Bay Point,Morbi vel lectus in quam fringilla rhoncus.,compartida,0,Nulla suscipit ligula in lacus.,1494
918,4076 Dunning Lane,Ut at dolor quis odio consequat varius.,sencilla,0,Nulla justo.,1318
919,80320 Dennis Way,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",sencilla,1,Pellentesque at nulla.,4345
920,45 Kedzie Crossing,Phasellus sit amet erat.,compartida,1,Nulla justo.,3928
921,66906 Lakewood Street,Donec ut dolor.,compartida,1,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",3902
922,02933 Southridge Center,Quisque id justo sit amet sapien dignissim vestibulum.,sencilla,0,Nulla ac enim.,3918
923,37519 Butternut Parkway,Donec quis orci eget orci vehicula condimentum.,sencilla,1,Morbi ut odio.,3226
924,77403 Main Parkway,Morbi porttitor lorem id ligula.,sencilla,0,In blandit ultrices enim.,3494
925,263 Burning Wood Place,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",compartida,0,Duis aliquam convallis nunc.,3848
926,25 Sunbrook Circle,Morbi ut odio.,compartida,1,Integer ac leo.,2315
927,03 Mayer Park,Morbi porttitor lorem id ligula.,sencilla,1,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,1066
928,066 Declaration Way,Integer non velit.,compartida,0,Ut tellus.,2201
929,4 Mcbride Point,Nam nulla.,compartida,1,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",4146
930,561 Orin Street,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",sencilla,1,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",2384
931,3 Petterle Crossing,Vestibulum ac est lacinia nisi venenatis tristique.,sencilla,0,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",1393
932,9327 Hazelcrest Drive,Etiam faucibus cursus urna.,sencilla,1,Vivamus vel nulla eget eros elementum pellentesque.,1956
933,66 Saint Paul Way,Pellentesque ultrices mattis odio.,compartida,0,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1890
934,3455 Meadow Valley Point,In hac habitasse platea dictumst.,sencilla,1,Donec ut mauris eget massa tempor convallis.,1053
935,5 Linden Street,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,sencilla,0,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",1100
936,33 Redwing Junction,Etiam pretium iaculis justo.,compartida,1,Aliquam quis turpis eget elit sodales scelerisque.,2605
937,89598 Texas Circle,Vivamus vel nulla eget eros elementum pellentesque.,compartida,0,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1813
938,70305 East Court,Nullam varius.,sencilla,1,Maecenas tincidunt lacus at velit.,3015
939,278 Lyons Parkway,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,compartida,0,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",4205
940,7683 Mockingbird Street,Pellentesque at nulla.,sencilla,0,Phasellus sit amet erat.,2463
941,784 Schmedeman Alley,Integer ac leo.,sencilla,1,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",4361
942,3393 Hoffman Center,Aenean lectus.,compartida,1,Aliquam quis turpis eget elit sodales scelerisque.,3655
943,31936 Thackeray Hill,Suspendisse potenti.,compartida,0,Nulla suscipit ligula in lacus.,4415
944,9170 Clove Point,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",sencilla,1,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",4901
945,2 Stephen Way,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",compartida,1,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",4186
946,4 Dorton Drive,Cras non velit nec nisi vulputate nonummy.,sencilla,0,Proin eu mi.,3338
947,7 Southridge Lane,Aenean lectus.,compartida,1,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",2075
948,51 Sage Hill,Etiam faucibus cursus urna.,compartida,1,Pellentesque at nulla.,2089
949,4166 Schiller Drive,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",compartida,1,Duis at velit eu est congue elementum.,2440
950,6633 1st Road,Vestibulum ac est lacinia nisi venenatis tristique.,compartida,0,Mauris sit amet eros.,2052
951,923 Prairieview Circle,Donec semper sapien a libero.,sencilla,1,Aliquam quis turpis eget elit sodales scelerisque.,2189
952,50859 Stang Plaza,Morbi non quam nec dui luctus rutrum.,sencilla,0,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",3572
953,45125 Blue Bill Park Avenue,Proin risus.,sencilla,0,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",3801
954,0 Hauk Park,Curabitur convallis.,sencilla,0,Morbi vel lectus in quam fringilla rhoncus.,2842
955,3 Gerald Hill,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",compartida,1,In hac habitasse platea dictumst.,2378
956,568 Hauk Road,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",sencilla,1,Duis ac nibh.,2799
957,87 Bay Center,Aliquam erat volutpat.,compartida,0,Nulla tempus.,4049
958,1 Weeping Birch Lane,Curabitur gravida nisi at nibh.,compartida,0,Morbi vel lectus in quam fringilla rhoncus.,3133
959,6 Fremont Hill,Nullam molestie nibh in lectus.,compartida,1,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",4566
960,947 Columbus Circle,Maecenas rhoncus aliquam lacus.,compartida,0,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",3093
961,643 Portage Court,Suspendisse potenti.,sencilla,1,Ut at dolor quis odio consequat varius.,1161
962,9 Sutherland Way,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",sencilla,1,Donec dapibus.,1081
963,24299 Atwood Alley,Morbi vel lectus in quam fringilla rhoncus.,compartida,1,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",4825
964,39504 Anthes Drive,Suspendisse potenti.,sencilla,0,Vivamus vestibulum sagittis sapien.,3688
965,8 American Road,Quisque porta volutpat erat.,compartida,0,Nullam varius.,2123
966,95 Commercial Court,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",compartida,0,Nulla suscipit ligula in lacus.,2223
967,1364 Heffernan Alley,Aenean sit amet justo.,sencilla,0,Fusce consequat.,3038
968,717 Quincy Hill,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",compartida,0,Pellentesque at nulla.,3297
969,9018 Arrowood Court,Nulla justo.,sencilla,0,Mauris ullamcorper purus sit amet nulla.,2143
970,13318 Glacier Hill Alley,Suspendisse potenti.,compartida,1,Ut tellus.,4834
971,241 Forest Junction,Proin interdum mauris non ligula pellentesque ultrices.,sencilla,1,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",4289
972,6447 Moland Circle,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",sencilla,1,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",4049
973,3 Springview Avenue,Nunc rhoncus dui vel sem.,compartida,1,Proin risus.,2572
974,9670 Buhler Alley,Praesent blandit.,compartida,1,Integer ac leo.,2825
975,2 Thackeray Drive,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",sencilla,1,Nunc purus.,4660
976,4010 Shopko Park,Nam dui.,compartida,0,Suspendisse potenti.,3832
977,44 Thompson Crossing,Morbi porttitor lorem id ligula.,compartida,0,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1878
978,15028 Cordelia Circle,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",compartida,1,Donec quis orci eget orci vehicula condimentum.,3741
979,9186 Sloan Way,Nam nulla.,compartida,0,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",4034
980,12 American Crossing,Duis mattis egestas metus.,compartida,0,In quis justo.,2551
981,32 Maryland Point,Aenean auctor gravida sem.,sencilla,1,Suspendisse accumsan tortor quis turpis.,3056
982,9 Magdeline Center,Etiam faucibus cursus urna.,sencilla,0,Aenean fermentum.,1205
983,71566 School Hill,Aliquam quis turpis eget elit sodales scelerisque.,compartida,1,Cras in purus eu magna vulputate luctus.,3533
984,9 Heffernan Point,Nunc purus.,sencilla,1,Integer ac neque.,3124
985,279 Mariners Cove Way,Nunc nisl.,sencilla,1,Morbi ut odio.,4442
986,79854 Menomonie Terrace,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",compartida,1,Maecenas ut massa quis augue luctus tincidunt.,4260
987,84 Hoepker Junction,Vivamus in felis eu sapien cursus vestibulum.,sencilla,0,Maecenas pulvinar lobortis est.,1160
988,37 Sunbrook Park,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",compartida,1,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",1576
989,08125 Dapin Trail,Pellentesque viverra pede ac diam.,compartida,0,In hac habitasse platea dictumst.,3749
990,75553 Vera Alley,Mauris ullamcorper purus sit amet nulla.,sencilla,1,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",3729
991,71812 Straubel Trail,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",sencilla,0,Praesent blandit.,3186
992,036 Graceland Plaza,Nunc nisl.,sencilla,1,Duis ac nibh.,4056
993,694 Dorton Park,Proin risus.,sencilla,0,Morbi a ipsum.,3367
994,2492 Barby Lane,Duis at velit eu est congue elementum.,compartida,0,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",4311
995,9733 Aberg Hill,Integer ac leo.,sencilla,0,Morbi porttitor lorem id ligula.,4029
996,69714 Columbus Circle,Sed vel enim sit amet nunc viverra dapibus.,compartida,1,Duis bibendum.,1377
997,3835 Westport Junction,Duis consequat dui nec nisi volutpat eleifend.,compartida,0,Quisque id justo sit amet sapien dignissim vestibulum.,1615
998,00661 Victoria Road,Maecenas ut massa quis augue luctus tincidunt.,compartida,1,Quisque porta volutpat erat.,4339
999,4930 Randy Junction,Morbi porttitor lorem id ligula.,sencilla,0,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,2959
1000,2447 Ilene Circle,Nulla suscipit ligula in lacus.,sencilla,0,Quisque porta volutpat erat.,2403
